post_presvote12_2012,cmatch_romn_baseline,vote_generic_baseline,obamaapp_baseline,healthreformbill_baseline,teapartsup_baseline,post_house12_2012,fav_biden_baseline,healthqualch3_baseline,post_ideo5_2012,govt_reg_baseline,fav_hrc_baseline,post_pid3_2012,healthtaxch3_baseline,fav_bach_baseline,fav_sant_baseline,envwarm_baseline,fav_ging_baseline,fav_perr_baseline,taxwealth_baseline,saysobama_baseline,envser2_baseline,likenewt_baseline,track_baseline,econtrend_baseline,presvote16post_2016
Barack Obama,Barack Obama,Not sure,Somewhat Disapprove,Kept the same,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat unfavorable,Worse care,Moderate,About the right amount,Very favorable,Democrat,About the same,Somewhat unfavorable,Somewhat unfavorable,Definitely is happening,Somewhat unfavorable,Very favorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Somewhat favorable,Democrat,Pay less,Somewhat unfavorable,Don't know,Probably is happening,Somewhat unfavorable,Don't know,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Not sure,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat unfavorable,Not sure,Moderate,Not sure,Very favorable,Democrat,Pay more,Somewhat unfavorable,Somewhat unfavorable,Probably is not happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Not sure,Dislike,Generally headed in the right direction,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat favorable,Independent,Pay more,Very favorable,Very favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Mitt Romney,The Republican Party candidate,Somewhat Approve,Not sure,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Somewhat favorable,Not sure,About the same,Somewhat favorable,Somewhat favorable,Probably is happening,Somewhat favorable,Somewhat unfavorable,Favor,Not sure,Somewhat serious,Like somewhat,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,I did not vote in this race,Somewhat unfavorable,Better care,Liberal,Too little,Very favorable,Democrat,Pay more,Very unfavorable,Somewhat unfavorable,Definitely is happening,Somewhat unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Liberal,Too little,Very favorable,Democrat,About the same,Very unfavorable,Somewhat unfavorable,Probably is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Repealed,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Somewhat favorable,Worse care,Very liberal,Not sure,Very favorable,Democrat,Pay more,Very unfavorable,Somewhat favorable,Definitely is happening,Somewhat unfavorable,Somewhat unfavorable,Favor,Not sure,Somewhat serious,Not sure,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Very liberal,Too little,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Off on the wrong track,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too little,Somewhat unfavorable,Democrat,Pay more,Very unfavorable,Somewhat unfavorable,Definitely is happening,Somewhat unfavorable,Somewhat unfavorable,Favor,Says what he believes,Very serious,Like somewhat,Generally headed in the right direction,About the same,Donald Trump
Not sure,Not sure,The Republican Party candidate,Somewhat Disapprove,Repealed,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Don't know,Worse care,Not sure,Too little,Very favorable,Not sure,Pay more,Somewhat favorable,Somewhat favorable,Definitely is happening,Somewhat favorable,Somewhat favorable,Favor,Says what he thinks people want to hear,Very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Not sure,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Somewhat unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Disapprove,Kept the same,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Liberal,Too little,Very favorable,Democrat,About the same,Very unfavorable,Somewhat unfavorable,Probably is happening,Somewhat unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Like somewhat,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Not sure,Strongly oppose,Other,Somewhat favorable,About the same,Moderate,Not sure,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Probably is happening,Somewhat favorable,Very unfavorable,Favor,Not sure,Somewhat serious,Like somewhat,Not sure,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Not sure,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Moderate,Not sure,Very favorable,Not sure,Pay more,Somewhat unfavorable,Don't know,Probably is happening,Somewhat favorable,Somewhat favorable,Favor,Not sure,Somewhat serious,Not sure,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,Not sure,Not Sure,Kept the same,Not sure,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Moderate,Too little,Somewhat favorable,Republican,About the same,Somewhat unfavorable,Somewhat favorable,Probably is happening,Somewhat unfavorable,Somewhat favorable,Favor,Says what he thinks people want to hear,Somewhat serious,Like somewhat,Not sure,Getting worse,Donald Trump
Barack Obama,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Not sure,$HouseCand1Name ($HouseCand1Party),Very unfavorable,Worse care,Moderate,Not sure,Very favorable,Democrat,Pay more,Somewhat unfavorable,Don't know,Definitely is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,Too much,Somewhat favorable,Democrat,Pay more,Very favorable,Very favorable,Probably is happening,Very favorable,Very favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Worse care,Moderate,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Somewhat serious,Dislike,Generally headed in the right direction,About the same,Donald Trump
Barack Obama,Not sure,The Democratic Party candidate,Somewhat Approve,Expanded,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Very unfavorable,Better care,Moderate,About the right amount,Very favorable,Independent,Pay more,Don't know,Somewhat favorable,Probably is happening,Very unfavorable,Very unfavorable,Favor,Not sure,Somewhat serious,Not sure,Not sure,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Disapprove,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Very liberal,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Somewhat Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,About the same,Conservative,Too much,Somewhat favorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Probably is happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Not sure,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Somewhat favorable,Independent,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,Getting worse,Hillary Clinton
Barack Obama,Not sure,Not sure,Not Sure,Expanded,Somewhat oppose,Not sure,Somewhat favorable,Not sure,Moderate,About the right amount,Somewhat favorable,Democrat,Not sure,Very unfavorable,Don't know,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Not sure,Somewhat serious,Dislike,Off on the wrong track,Not sure,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Not sure,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Liberal,Not sure,Very favorable,Democrat,Pay more,Don't know,Don't know,Probably is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Somewhat serious,Not sure,Generally headed in the right direction,About the same,Hillary Clinton
Barack Obama,Barack Obama,Not sure,Strongly Approve,Expanded,Strongly oppose,$HouseCand2Name ($HouseCand2Party),Somewhat favorable,About the same,Moderate,Too much,Somewhat favorable,Independent,Pay more,Very unfavorable,Don't know,Definitely is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Probably is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,I did not vote in this race,Somewhat favorable,About the same,Very liberal,Too little,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,Not sure,Somewhat Approve,Expanded,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Somewhat favorable,About the same,Conservative,About the right amount,Somewhat favorable,Republican,Pay more,Very unfavorable,Somewhat favorable,Probably is happening,Very unfavorable,Very unfavorable,Oppose,Says what he thinks people want to hear,Somewhat serious,Dislike,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Somewhat Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,About the same,Conservative,Not sure,Somewhat favorable,Republican,Pay more,Very favorable,Very favorable,Probably is happening,Somewhat favorable,Somewhat favorable,Not sure,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Barack Obama,Other,Other,Somewhat Disapprove,Expanded,Somewhat support,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too much,Very favorable,Independent,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Very favorable,Democrat,Pay less,Somewhat favorable,Somewhat favorable,Probably is not happening,Somewhat unfavorable,Somewhat favorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Kept the same,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,About the right amount,Very unfavorable,Republican,Pay more,Very unfavorable,Very unfavorable,Probably is happening,Very unfavorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,About the same,Donald Trump
